id,question,answer,_prefix,_skip_guess
TD033,A parallel-plate capacitor with a capacitance of 22.53 pF is charged to a voltage of 20.5 V. Calculate the charge stored on the capacitor.,0.46,TD,False
TD034,A parallel-plate air capacitor has a capacitance of 22.53 pF and is charged to a potential difference of 20.5 V. Calculate the electric field energy stored in the capacitor.,4.73,TD,False
TD035,A parallel-plate air capacitor has a plate area of 31.1 cm² and a plate separation of 1.53 mm. Calculate the capacitance of the capacitor.,17.99,TD,False
TD036,A parallel-plate capacitor has a capacitance of 17.99 pF and is charged to a voltage of 130.1 V. Calculate the charge stored by the capacitor.,2.34,TD,False
TD037,An air-filled parallel-plate capacitor has a capacitance of 17.99 pF and is charged to a potential difference of 130.1 V. Calculate the electric field energy stored in the capacitor.,152.34,TD,False
TD038,A parallel-plate air capacitor has a plate area of 12.8 cm² and a plate separation of 0.95 mm. Calculate the capacitance of the capacitor.,11.93,TD,False
TD039,A parallel-plate capacitor with a capacitance of 11.95 pF is charged to a voltage of 50.1 V. Calculate the charge stored by the capacitor.,0.6,TD,False
TD040,A parallel-plate air capacitor has a capacitance of 11.95 pF and is charged to a voltage of 50.1 V. Calculate the electric field energy stored in the capacitor.,14.99,TD,False
TD041,An air-filled parallel-plate capacitor has a plate area of 28.4 cm² and a plate separation of 1.92 mm. Calculate its capacitance.,13.10,TD,False
TD042,A parallel-plate capacitor with a capacitance of 13.06 pF is charged to a voltage of 86.1 V. Calculate the charge stored by the capacitor.,1.12,TD,False
TD043,An air-filled parallel-plate capacitor has a capacitance of 13.06 pF and is charged to a potential difference of 86.1 V. Calculate the electric field energy stored in the capacitor.,48.44,TD,False
TD044,A parallel-plate air capacitor has a plate area of 21.2 cm² and a plate separation of 1.17 mm. Calculate the capacitance of the capacitor.,16.04,TD,False
TD045,A parallel-plate capacitor with a capacitance of 16.02 pF is charged to a voltage of 124.6 V. Calculate the charge stored by the capacitor.,2,TD,False
TD046,An air-filled parallel plate capacitor has a capacitance of 16.02 pF and is charged at a potential difference of 124.6 V. Calculate the electric field energy stored in the capacitor.,124.36,TD,False
TD047,An air-filled parallel plate capacitor has a plate area of 41.4 cm² and a plate separation of 0.71 mm. Calculate its capacitance.,51.63,TD,False
TD048,A parallel-plate capacitor with a capacitance of 51.55 pF is charged to a potential difference of 158.2 V. Calculate the charge stored by the capacitor.,8.16,TD,False
TD049,An air-filled parallel-plate capacitor has a capacitance of 51.55 pF and is charged to a potential difference of 158.2 V. Calculate the electric field energy stored in the capacitor.,645.08,TD,False
TD050,A parallel-plate air capacitor has a plate area of 10.5 cm² and the distance between the plates is 1.99 mm. Calculate the capacitance of the capacitor.,4.67,TD,False
TD051,A parallel-plate capacitor has a capacitance of 4.68 pF and is charged to a voltage of 199.6 V. Calculate the charge stored by the capacitor.,0.93,TD,False
TD052,A parallel-plate air capacitor has a capacitance of 4.68 pF and is charged to a voltage of 199.6 V. Calculate the electric field energy stored in the capacitor.,93.23,TD,False
TD053,Calculate the capacitance of a parallel-plate air capacitor with a plate area of 34.0 cm² and a plate separation of 0.50 mm.,60.21,TD,False
TD054,A flat capacitor has a capacitance of 60.70 pF and is charged to a voltage of 129.2 V. Calculate the charge stored by the capacitor.,7.84,TD,False
TD055,An air capacitor has a capacitance of 60.70 pF and is charged to a voltage of 129.2 V. Calculate the energy stored in the capacitor.,506.62,TD,False
TD056,An air-filled parallel plate capacitor has a plate area of 47.7 cm² and the distance between the two plates is 1.33 mm. Calculate the capacitance of the capacitor.,31.75,TD,False
TD057,A flat capacitor has a capacitance of 31.89 pF and is charged to a voltage of 147.0 V. Calculate the charge stored by the capacitor.,4.69,TD,False
TD058,An air-filled parallel-plate capacitor has a capacitance of 31.89 pF and is charged to a voltage of 147.0 V. Calculate the electric field energy stored in the capacitor.,344.56,TD,False
TD059,An air-filled parallel-plate capacitor has a plate area of 20.4 cm² and a plate separation of 1.42 mm. Calculate the capacitance of the capacitor.,12.72,TD,False
TD060,A parallel-plate capacitor has a capacitance of 12.71 pF and is charged to a potential difference of 57.2 V. Calculate the charge stored by the capacitor.,0.73,TD,False
TD061,An air parallel-plate capacitor has a capacitance of 12.71 pF and is charged to a potential difference of 57.2 V. Calculate the electric field energy stored in the capacitor.,20.8,TD,False
TD062,An air-filled parallel plate capacitor has a plate area of 32.1 cm² and a plate separation of 1.25 mm. Calculate its capacitance.,22.74,TD,False
TD063,A parallel-plate capacitor has a capacitance of 22.72 pF and is charged to a voltage of 111.2 V. Calculate the charge stored on the capacitor.,2.53,TD,False
TD064,A parallel-plate air capacitor has a capacitance of 22.72 pF and is charged to a potential difference of 111.2 V. Calculate the electric field energy stored in the capacitor.,140.47,TD,False
TD065,A parallel-plate air capacitor has a plate area of 44.3 cm² and a plate separation of 1.98 mm. Calculate the capacitance of the capacitor.,19.81,TD,False
TD066,A parallel-plate capacitor with a capacitance of 19.75 pF is charged to a voltage of 131.9 V. Calculate the charge stored by the capacitor.,2.61,TD,False
TD067,A parallel-plate air capacitor has a capacitance of 19.75 pF and is charged to a potential difference of 131.9 V. Calculate the electric field energy stored in the capacitor.,171.80,TD,False
TD068,A parallel-plate air capacitor has a plate area of 31.0 cm² and the distance between the two plates is 0.84 mm. Calculate the capacitance of the capacitor.,32.68,TD,False
TD069,A parallel-plate capacitor with a capacitance of 32.48 pF is charged to a voltage of 162.4 V. Calculate the charge stored by the capacitor.,5.27,TD,False
TD070,An air parallel-plate capacitor has a capacitance of 32.48 pF and is charged at a potential difference of 162.4 V. Calculate the electric field energy stored in the capacitor.,428.31,TD,False
TD071,An air-filled parallel-plate capacitor has a plate area of 49.1 cm² and a plate separation of 0.71 mm. Calculate the capacitance of the capacitor.,61.23,TD,False
TD072,A flat capacitor has a capacitance of 61.37 pF and is charged to a voltage of 105.2 V. Calculate the charge stored by the capacitor.,6.46,TD,False
TD073,An air capacitor has a capacitance of 61.37 pF and is charged to a voltage of 105.2 V. Calculate the electrical energy stored in the capacitor.,339.59,TD,False
TD074,An air-filled parallel-plate capacitor has a plate area of 48.0 cm² and a separation between the plates of 0.52 mm. Calculate its capacitance.,81.73,TD,False
TD075,A parallel-plate capacitor has a capacitance of 81.22 pF and is charged to a voltage of 129.1 V. Calculate the charge stored by the capacitor.,10.49,TD,False
TD076,An air-filled parallel-plate capacitor has a capacitance of 81.22 pF and is charged to a voltage of 129.1 V. Calculate the electric field energy stored in the capacitor.,676.84,TD,False
TD077,An air parallel-plate capacitor has a plate area of 37.2 cm² and the distance between its plates is 0.83 mm. Calculate its capacitance.,39.68,TD,False
TD078,A flat capacitor with a capacitance of 39.72 pF is charged to a potential difference of 113.6 V. Calculate the electric charge stored by the capacitor.,4.51,TD,False
TD079,A parallel-plate air capacitor has a capacitance of 39.72 pF and is charged to a potential difference of 113.6 V. Calculate the electric field energy stored in the capacitor.,256.29,TD,False
TD080,An air-filled parallel-plate capacitor has a plate area of 16.4 cm² and the distance between the two plates is 0.67 mm. Calculate the capacitance of the capacitor.,21.67,TD,False
TD081,A parallel-plate capacitor with a capacitance of 21.67 pF is charged to a voltage of 84.3 V. Calculate the charge stored by the capacitor.,1.83,TD,False
TD082,An air capacitor has a capacitance of 21.67 pF and is charged to a voltage of 84.3 V. Calculate the electric field energy stored in the capacitor.,77.00,TD,False
TD083,A parallel-plate air capacitor has an area of 45.9 cm² for each plate and a separation of 1.01 mm between the plates. Calculate the capacitance of the capacitor.,40.24,TD,False
TD084,A parallel-plate capacitor with a capacitance of 40.31 pF is charged to a voltage of 100.2 V. Calculate the charge stored by the capacitor.,4.04,TD,False
TD085,An air-filled parallel plate capacitor has a capacitance of 40.31 pF and is charged to a potential difference of 100.2 V. Calculate the electric field energy stored in the capacitor.,202.36,TD,False
TD086,A parallel-plate air capacitor has a plate area of 26.8 cm² and a plate separation of 0.86 mm. Calculate its capacitance.,27.59,TD,False
TD087,A parallel-plate capacitor has a capacitance of 27.63 pF and is charged to a potential difference of 91.9 V. Calculate the charge stored by the capacitor.,2.54,TD,False
TD088,An air-filled parallel plate capacitor has a capacitance of 27.63 pF and is charged to a potential difference of 91.9 V. Calculate the electric field energy stored in the capacitor.,116.68,TD,False
TD089,A parallel plate air capacitor has a plate area of 39.5 cm² and the distance between the plates is 1.12 mm. Calculate the capacitance of the capacitor.,31.23,TD,False
TD090,A parallel-plate capacitor has a capacitance of 31.11 pF and is charged to a voltage of 76.4 V. Calculate the charge stored by the capacitor.,2.38,TD,False
TD091,"A parallel-plate capacitor consists of two circular plates, each with a radius R = 50 cm. The distance between the plates is d = 1.5 mm. What is the maximum charge that can be stored in the capacitor without causing dielectric breakdown, given that the maximum electric field strength (dielectric strength) of air is E_max = 3×10⁵ V/m?",2.085,TD,False
TD092,"A parallel-plate capacitor has two circular plates, each with a radius of 45 cm, separated by 2.1 mm. Calculate the maximum charge the capacitor can store without causing dielectric breakdown of the air (Emax = 3×10⁵ V/m).",1.69,TD,False
TD093,"A parallel-plate capacitor has a capacitance of 5.2 nF, the area of each plate is 12.3 cm², and the distance between the plates is 1.2×10⁻⁵ m. Calculate the dielectric constant of the dielectric material inside the capacitor.",5.73,TD,False
TD094,"A capacitor has a capacitance of 8.8 nF. Its square plates have an area of 9 cm², and the distance between the plates is 1.0×10⁻⁵ m. What is the dielectric constant of the material inside the capacitor?",11.04,TD,False
TD095,"Two capacitors with capacitances C1 = 4 μF and C2 = 6 μF are charged to U1 = 150 V and U2 = 300 V, respectively. After connecting their like-poled terminals together, what is the final voltage across the combination?",240,TD,False
TD096,"Two capacitors with capacitances C1 = 3 μF and C2 = 5 μF, respectively, are charged to U1 = 100 V and U2 = 250 V. After connecting their like-signed terminals (e.g., positive to positive, negative to negative), calculate the voltage across the capacitor combination.",193.75,TD,False
TD097,"Two flat circular capacitor plates, each with a radius of 55 cm, are separated by 1.8 mm. Calculate the maximum charge the capacitor can store without dielectric breakdown. Given that the maximum electric field strength (Emax) for air is 3×10⁵ V/m.",2.52,TD,False
