id,question,answer,unit,smart_bucket,reason
TD004,An air-filled parallel-plate capacitor has a capacitance C = 500 pF and is charged to a voltage U = 300 V. The capacitor remains connected to the voltage source while it is immersed in a liquid dielectric with a dielectric constant ε = 2. What is the electric field energy between the plates of the capacitor?,45,μJ,equations_candidate,scalar formula wording
TD005,An air-filled parallel-plate capacitor with capacitance C = 2 pF is charged to a voltage U = 600 V. Calculate the charge Q of the capacitor.,1.2,nC,equations_candidate,scalar formula wording
TD006,"An air-filled parallel-plate capacitor with capacitance C = 2 pF is charged to a voltage of U = 600 V. The capacitor is then disconnected from the source, and its plates are moved apart such that the distance between them is doubled. Calculate the new capacitance C1.",1,pF,capacitor_state_candidate,capacitor + state/event wording
TD007,"A parallel-plate air capacitor with a capacitance of C = 2pF is charged to a potential difference of U = 600 V. The capacitor is then disconnected from the power source, and its plates are moved apart so that the distance between them doubles. Calculate the new potential difference, U1.",1200,V,capacitor_state_candidate,capacitor + state/event wording
TD008,"An air-filled parallel plate capacitor with a capacitance C = 2 pF is charged to a potential difference U = 600 V. While still connected to the source, the plates are moved further apart so that the distance between them doubles. Calculate the new potential difference, U2.",600,V,capacitor_state_candidate,capacitor + state/event wording
TD009,"A parallel-plate capacitor has circular plates with a radius of 10 cm. The distance between the plates and the potential difference across them are 1 cm and 108 V, respectively. The space between the plates is air. What is the charge on the capacitor?",3,nC,equations_candidate,scalar formula wording
TD010,"A parallel-plate capacitor in air is connected to a 50 V power source. The capacitor is then disconnected from the source, and the distance between its plates is doubled. What is the voltage across the capacitor at that point?",100,V,capacitor_state_candidate,capacitor + state/event wording
TD011,A parallel plate capacitor has circular plates with a radius R = 60 cm. The distance between the plates is d = 2 mm. The space between the plates is filled with air. What is the capacitance of the capacitor?,5,nF,equations_candidate,scalar formula wording
TD012,A parallel-plate capacitor has circular plates with a radius R = 60 cm. The plate separation is d = 2 mm. Air is between the plates. What is the maximum charge that can be stored on the capacitor without dielectric breakdown? Given that the maximum electric field strength air can withstand is 3 x 10^5 V/m.,3,μC,equations_seed_from_old_code,exact old equation example: parallel_plate_charge_from_field
TD013,A parallel-plate capacitor with a capacitance of 7.0 nF is filled with a dielectric. The area of each plate is 15 cm² and the distance between the plates is 10⁻⁵ m. What is the dielectric constant of the dielectric?,5.28,nan,equations_candidate,scalar formula wording
TD014,"Two capacitors with capacitances C1 = 2 μF and C2 = 3 μF are charged to voltages U1 = 200 V and U2 = 400 V, respectively. Afterwards, their like-charged plates are connected together. What is the voltage across the combined capacitors?",320,V,equations_candidate,scalar formula wording
TD015,"Two capacitors, C1 = 3μF and C2 = 6μF, are connected in series across a circuit segment AB with a total voltage UAB = 10 V. What is the voltage across capacitor C2?",10/3,V,equations_candidate,scalar formula wording
TD016,"Two capacitors with capacitances C1 = 0.4μF and C2 = 0.6μF are connected in parallel, and then connected to a power source with a voltage U < 60 V. One of the two capacitors has a charge of 3 × 10^-5 C. Calculate the voltage U.",50,V,capacitor_state_candidate,capacitor + state/event wording
TD017,A parallel-plate air capacitor has an area of each plate of 33.2 cm² and the distance between the two plates is 1.86 mm. Calculate the capacitance of the capacitor.,15.76,pF,equations_candidate,scalar formula wording
TD018,A parallel-plate capacitor has a capacitance of 15.76 pF and is charged to a voltage of 91.6 V. Calculate the charge stored on the capacitor.,1.44,nC,equations_candidate,scalar formula wording
TD019,An air-filled parallel-plate capacitor has a capacitance of 15.76 pF and is charged to a voltage of 91.6 V. Calculate the electric field energy stored in the capacitor.,66.16,nJ,equations_candidate,scalar formula wording
TD020,A parallel-plate air capacitor has a plate area of 19.6 cm² and a plate separation of 0.41 mm. Calculate its capacitance.,42.3,pF,equations_candidate,scalar formula wording
TD021,A parallel-plate capacitor has a capacitance of 42.64 pF and is charged with a potential difference of 122.7 V. Calculate the electric charge that the capacitor stores.,5.23,nC,equations_candidate,scalar formula wording
TD022,A parallel-plate air capacitor has a capacitance of 42.64 pF and is charged to a potential difference of 122.7 V. Calculate the electric field energy stored in the capacitor.,320.83,nJ,equations_candidate,scalar formula wording
TD023,A parallel plate air capacitor has a plate area of 44.1 cm² and the distance between the two plates is 0.79 mm. Calculate the capacitance of the capacitor.,49.4,pF,equations_candidate,scalar formula wording
TD024,A parallel-plate capacitor has a capacitance of 49.11 pF and is charged to a voltage of 66.3 V. Calculate the charge accumulated by the capacitor.,3.26,nC,equations_candidate,scalar formula wording
TD025,An air-filled parallel-plate capacitor has a capacitance of 49.11 pF and is charged to a potential difference of 66.3 V. Calculate the electric field energy stored in the capacitor.,107.96,nJ,equations_candidate,scalar formula wording
TD026,An air-filled parallel-plate capacitor has a plate area of 34.5 cm² and the distance between the two plates is 0.64 mm. Calculate the capacitance of the capacitor.,47.7,pF,equations_candidate,scalar formula wording
TD027,A parallel-plate capacitor with a capacitance of 47.93 pF is charged to a voltage of 70.1 V. Calculate the charge stored by the capacitor.,3.36,nC,equations_candidate,scalar formula wording
TD028,An air-filled parallel-plate capacitor has a capacitance of 47.93 pF and is charged to a voltage of 70.1 V. Calculate the energy stored in the capacitor.,117.6,nJ,equations_candidate,scalar formula wording
TD029,An air-filled parallel-plate capacitor has a plate area of 46.7 cm² and a separation distance between the two plates of 1.88 mm. Calculate the capacitance of the capacitor.,21.96,pF,equations_candidate,scalar formula wording
TD030,A parallel-plate capacitor with a capacitance of 21.96 pF is charged to a voltage of 28.8 V. Calculate the charge stored by the capacitor.,0.63,nC,equations_candidate,scalar formula wording
TD031,A parallel-plate air capacitor has a capacitance of 21.96 pF and is charged to a potential difference of 28.8 V. Calculate the electric field energy stored in the capacitor.,9.11,nJ,equations_candidate,scalar formula wording
TD032,An air-filled parallel plate capacitor has a plate area of 23.8 cm² and a distance between the plates of 0.94 mm. Calculate the capacitance of the capacitor.,22.42,pF,equations_candidate,scalar formula wording
TD033,A parallel-plate capacitor with a capacitance of 22.53 pF is charged to a voltage of 20.5 V. Calculate the charge stored on the capacitor.,0.46,nC,equations_candidate,scalar formula wording
TD034,A parallel-plate air capacitor has a capacitance of 22.53 pF and is charged to a potential difference of 20.5 V. Calculate the electric field energy stored in the capacitor.,4.73,nJ,equations_candidate,scalar formula wording
TD035,A parallel-plate air capacitor has a plate area of 31.1 cm² and a plate separation of 1.53 mm. Calculate the capacitance of the capacitor.,17.99,pF,equations_candidate,scalar formula wording
TD036,A parallel-plate capacitor has a capacitance of 17.99 pF and is charged to a voltage of 130.1 V. Calculate the charge stored by the capacitor.,2.34,nC,equations_candidate,scalar formula wording
TD037,An air-filled parallel-plate capacitor has a capacitance of 17.99 pF and is charged to a potential difference of 130.1 V. Calculate the electric field energy stored in the capacitor.,152.34,nJ,equations_candidate,scalar formula wording
TD038,A parallel-plate air capacitor has a plate area of 12.8 cm² and a plate separation of 0.95 mm. Calculate the capacitance of the capacitor.,11.93,pF,equations_candidate,scalar formula wording
TD039,A parallel-plate capacitor with a capacitance of 11.95 pF is charged to a voltage of 50.1 V. Calculate the charge stored by the capacitor.,0.6,nC,equations_candidate,scalar formula wording
TD040,A parallel-plate air capacitor has a capacitance of 11.95 pF and is charged to a voltage of 50.1 V. Calculate the electric field energy stored in the capacitor.,14.99,nJ,equations_candidate,scalar formula wording
TD041,An air-filled parallel-plate capacitor has a plate area of 28.4 cm² and a plate separation of 1.92 mm. Calculate its capacitance.,13.10,pF,equations_candidate,scalar formula wording
TD042,A parallel-plate capacitor with a capacitance of 13.06 pF is charged to a voltage of 86.1 V. Calculate the charge stored by the capacitor.,1.12,nC,equations_candidate,scalar formula wording
TD043,An air-filled parallel-plate capacitor has a capacitance of 13.06 pF and is charged to a potential difference of 86.1 V. Calculate the electric field energy stored in the capacitor.,48.44,nJ,equations_candidate,scalar formula wording
TD044,A parallel-plate air capacitor has a plate area of 21.2 cm² and a plate separation of 1.17 mm. Calculate the capacitance of the capacitor.,16.04,pF,equations_candidate,scalar formula wording
TD045,A parallel-plate capacitor with a capacitance of 16.02 pF is charged to a voltage of 124.6 V. Calculate the charge stored by the capacitor.,2,nC,equations_candidate,scalar formula wording
TD046,An air-filled parallel plate capacitor has a capacitance of 16.02 pF and is charged at a potential difference of 124.6 V. Calculate the electric field energy stored in the capacitor.,124.36,nJ,equations_candidate,scalar formula wording
TD047,An air-filled parallel plate capacitor has a plate area of 41.4 cm² and a plate separation of 0.71 mm. Calculate its capacitance.,51.63,pF,equations_candidate,scalar formula wording
TD048,A parallel-plate capacitor with a capacitance of 51.55 pF is charged to a potential difference of 158.2 V. Calculate the charge stored by the capacitor.,8.16,nC,equations_candidate,scalar formula wording
TD049,An air-filled parallel-plate capacitor has a capacitance of 51.55 pF and is charged to a potential difference of 158.2 V. Calculate the electric field energy stored in the capacitor.,645.08,nJ,equations_candidate,scalar formula wording
TD050,A parallel-plate air capacitor has a plate area of 10.5 cm² and the distance between the plates is 1.99 mm. Calculate the capacitance of the capacitor.,4.67,pF,equations_candidate,scalar formula wording
TD051,A parallel-plate capacitor has a capacitance of 4.68 pF and is charged to a voltage of 199.6 V. Calculate the charge stored by the capacitor.,0.93,nC,equations_candidate,scalar formula wording
TD052,A parallel-plate air capacitor has a capacitance of 4.68 pF and is charged to a voltage of 199.6 V. Calculate the electric field energy stored in the capacitor.,93.23,nJ,equations_candidate,scalar formula wording
TD053,Calculate the capacitance of a parallel-plate air capacitor with a plate area of 34.0 cm² and a plate separation of 0.50 mm.,60.21,pF,equations_candidate,scalar formula wording
TD054,A flat capacitor has a capacitance of 60.70 pF and is charged to a voltage of 129.2 V. Calculate the charge stored by the capacitor.,7.84,nC,equations_candidate,scalar formula wording
